#Overview of data in ClinVar by gene, dated November 7, 2021
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
AKNA	80709	48	47	7	-	605729	7	0
AKNAD1	254268	22	22	-	-	-	4	0
AKR1A1	10327	22	22	3	-	103830	10	0
AKR1B1	231	41	41	8	-	103880	1	0
AKR1B10	57016	33	33	-	-	604707	1	0
AKR1B15	441282	37	37	4	-	616336	1	0
AKR1C1	1645	45	45	4	-	600449	3	0
AKR1C2	1646	104	102	60	5	600450	4	0
AKR1C3	8644	52	52	8	-	603966	6	0
AKR1C4	1109	46	45	7	-	600451	4	0
AKR1C8	340811	21	21	-	-	-	2	0
AKR1D1	6718	222	201	179	13	604741	97	5
AKR1E2	83592	118	118	80	-	617451	4	0
AKR7A2	8574	21	21	1	-	603418	4	0
AKR7A3	22977	25	25	4	-	608477	4	0
AKR7L	246181	20	20	-	-	608478	4	0
AKT1	207	464	379	395	5	164730	130	5
AKT1S1	84335	12	12	2	-	610221	1	0
AKT2	208	91	77	80	4	164731	14	0
AKT3	10000	253	223	115	20	611223	34	2
AKTIP	64400	21	21	1	-	608483	5	0
ALAD	210	198	170	164	6	125270	70	3
ALAS1	211	12	12	1	-	125290	2	0
ALAS2	212	322	269	182	31	301300	21	7
ALB	213	165	147	145	15	103600	37	0
ALCAM	214	26	26	8	1	601662	2	0
ALDH16A1	126133	15	15	3	-	613358	1	0
ALDH18A1	5832	478	330	448	31	138250	137	19
ALDH1A1	216	45	44	4	-	100640	1	0
ALDH1A2	8854	50	49	32	-	603687	3	0
ALDH1A2-AS1	283665	3	3	-	-	-	-	-
ALDH1A3	220	186	177	93	11	600463	16	0
ALDH1A3-AS1	101927751	103	98	-	7	-	9	0
ALDH1B1	219	96	93	28	1	100670	12	0
ALDH1L1	10840	35	35	15	-	600249	8	0
ALDH1L1-AS1	100874204	8	8	-	-	-	1	0
ALDH1L1-AS2	100862662	7	7	-	-	-	2	0
ALDH1L2	160428	12	12	-	-	613584	3	0
ALDH2	217	44	39	19	1	100650	4	0
ALDH3A1	218	120	120	8	-	100660	10	0
ALDH3A2	224	564	430	447	110	609523	67	20
ALDH3B1	221	10	10	-	-	600466	2	0
ALDH3B2	222	20	20	-	-	601917	6	0
ALDH4A1	8659	259	195	240	4	606811	96	17
ALDH5A1	7915	657	465	642	42	610045	223	20
ALDH6A1	4329	148	133	128	7	603178	58	2
ALDH7A1	501	886	609	857	79	107323	250	40
ALDH8A1	64577	16	16	2	1	606467	-	-
ALDH9A1	223	24	23	2	-	602733	3	0
ALDOA	226	391	349	128	6	103850	50	5
ALDOB	229	534	313	496	99	612724	68	23
ALDOC	230	12	12	1	-	103870	-	-
ALG1	56052	353	251	312	52	605907	43	7
ALG10	84920	44	44	4	2	618355	6	0
ALG10B	144245	18	18	2	-	603313	4	0
ALG11	440138	211	164	150	16	613666	56	3
ALG12	79087	383	299	248	18	607144	77	12
ALG13	79868	838	611	668	8	300776	174	27
ALG14	199857	94	74	83	4	612866	34	3
ALG14-AS1	101928098	22	15	-	1	-	7	0
ALG1L2	644974	17	17	-	-	-	5	0
ALG2	85365	234	191	196	8	607905	81	1
ALG3	10195	206	157	161	28	608750	48	11
ALG5	29880	39	39	-	1	604565	-	-
ALG6	29929	434	306	409	46	604566	75	14
ALG8	79053	268	188	254	15	608103	43	11
ALG9	79796	254	206	234	7	606941	100	3
ALK	238	2920	2290	2870	32	105590	1383	40
ALKAL1	389658	58	58	-	3	-	18	0
ALKAL2	285016	56	56	-	-	-	13	0
ALKBH1	8846	24	24	-	-	605345	6	0
ALKBH2	121642	19	19	-	-	610602	4	0
ALKBH3	221120	21	21	-	-	610603	5	0
ALKBH3-AS1	100507300	8	8	-	-	-	1	0
ALKBH4	54784	20	20	-	-	613302	1	0
ALKBH5	54890	120	120	-	-	613303	1	0
ALKBH6	84964	12	12	-	-	613304	2	0
ALKBH7	84266	13	13	-	-	613305	4	0
ALKBH8	91801	29	29	10	2	613306	3	0
ALLC	55821	44	44	2	-	612396	9	0
ALMS1	7840	4027	2446	3997	419	606844	940	112
ALMS1-IT1	100874291	2	2	-	-	-	-	-
ALOX12	239	59	58	34	-	152391	6	0
ALOX12-AS1	100506713	44	44	-	-	-	2	0
ALOX12B	242	360	283	329	130	603741	78	12
ALOX15	246	51	51	14	-	152392	13	0
ALOX15B	247	32	30	6	-	603697	9	0
ALOX5	240	29	28	11	-	152390	4	0
ALOX5AP	241	38	38	3	-	603700	1	0
ALOXE3	59344	258	200	226	51	607206	61	9
ALPG	251	48	48	11	-	171810	2	0
ALPI	248	31	31	-	-	171740	2	0
ALPK1	80216	33	30	14	2	607347	4	0
ALPK2	115701	72	70	4	-	-	4	0
ALPK3	57538	501	348	448	30	617608	104	2
ALPL	249	1043	561	1003	134	171760	121	38
ALPP	250	52	52	15	-	171800	2	0
ALS2	57679	904	515	854	69	606352	203	22
ALS2CL	259173	10	10	1	-	612402	2	0
ALX1	8092	35	31	16	2	601527	8	1
ALX3	257	45	42	27	8	606014	1	0
ALX4	60529	290	243	267	15	605420	87	1
ALYREF	10189	30	30	-	-	604171	2	0
AMACR	23600	267	160	234	3	604489	80	9
AMBN	258	39	38	16	2	601259	5	0
AMBP	259	38	37	1	-	176870	3	0
AMBRA1	55626	32	32	9	1	611359	17	0
AMD1	262	33	31	-	6	180980	6	0
AMDHD1	144193	8	8	-	-	-	-	-
AMDHD2	51005	40	40	-	-	-	9	0
AMELX	265	216	210	33	13	300391	8	0
AMELY	266	76	76	1	-	410000	8	0
AMER1	139285	285	240	142	32	300647	21	1
AMER2	219287	31	31	-	-	614659	2	0
AMER3	205147	57	56	1	1	-	26	0
AMFR	267	27	27	3	-	603243	10	0
AMH	268	80	69	50	7	600957	6	0
AMHR2	269	53	51	38	15	600956	3	0
AMIGO1	57463	18	18	1	-	615689	1	0
AMIGO2	347902	12	12	1	-	615690	2	0
AMIGO3	386724	10	10	-	-	615691	-	-
AMMECR1	9949	195	190	19	11	300195	8	0
AMMECR1L	83607	21	21	1	-	-	2	0
AMN	81693	169	155	111	32	605799	26	1
AMN1	196394	30	30	-	-	-	3	0
AMOT	154796	183	178	14	1	300410	7	0
AMOTL1	154810	28	28	7	1	614657	5	0
AMOTL2	51421	19	19	3	-	614658	1	0
AMPD1	270	198	134	185	3	102770	47	12
AMPD2	271	200	167	180	22	102771	35	3
AMPD3	272	145	129	131	1	102772	87	2
AMPH	273	45	45	11	1	600418	3	0
AMT	275	473	318	457	77	238310	105	21
AMTN	401138	24	24	2	1	610912	4	0
AMY1A	276	52	49	2	-	104700	10	0
AMY1B	277	38	38	-	-	104701	10	0
AMY1C	278	38	38	-	-	104702	10	0
AMY2A	279	54	51	3	-	104650	11	0
AMY2B	280	42	42	1	-	104660	13	0
AMZ1	155185	63	63	13	-	615168	5	0
AMZ2	51321	18	18	2	-	615169	2	0
ANAPC1	64682	93	84	30	9	608473	26	0
ANAPC10	10393	29	29	-	1	613745	3	0
ANAPC11	51529	33	33	-	-	614534	2	0
ANAPC13	25847	17	17	-	-	614484	1	0
ANAPC15	25906	96	77	-	3	614717	52	0
ANAPC16	119504	13	13	-	-	613427	-	-
ANAPC2	29882	70	67	2	-	606946	4	0
ANAPC4	29945	30	30	-	-	606947	-	-
ANAPC5	51433	17	17	-	1	606948	2	0
ANAPC7	51434	9	9	-	-	606949	-	-
ANG	283	111	84	81	9	105850	22	3
ANGEL1	23357	21	21	-	1	619537	4	0
ANGEL2	90806	25	24	-	-	619001	9	0
ANGPT1	284	82	74	37	3	601667	10	1
ANGPT2	285	168	153	20	4	601922	21	0
ANGPT4	51378	58	58	3	-	603705	10	0
ANGPTL1	9068	25	24	1	-	603874	1	0
ANGPTL2	23452	37	35	-	-	605001	-	-
ANGPTL3	27329	60	54	25	7	604774	5	0
ANGPTL4	51129	16	16	8	-	605910	1	0
ANGPTL5	253935	20	20	2	-	607666	2	0
ANGPTL6	83854	12	12	4	-	609336	1	0
ANGPTL7	10218	44	44	-	-	618517	9	0
ANGPTL8	55908	13	13	-	-	616223	1	0
ANHX	647589	3	3	1	1	-	-	-
ANK1	286	922	546	835	68	612641	189	63
ANK2	287	2799	1617	2756	12	106410	801	115
ANK3	288	483	364	435	8	600465	159	19
ANK3-DT	105378320	6	6	-	-	-	1	0
ANKAR	150709	47	46	15	1	609803	1	0
ANKDD1A	348094	20	19	-	-	-	4	0
ANKDD1B	728780	21	21	11	-	-	3	0
ANKEF1	63926	30	29	2	-	-	3	0
ANKFN1	162282	13	13	-	1	-	1	0
ANKFY1	51479	84	84	36	1	607927	17	0
ANKH	56172	689	406	596	15	605145	125	5
ANKHD1	54882	22	20	2	-	610500	3	0
ANKHD1-EIF4EBP3	404734	22	20	-	-	-	3	0
ANKIB1	54467	34	24	1	1	-	6	0
ANKK1	255239	36	29	22	-	608774	2	0
ANKLE1	126549	26	25	8	-	619348	6	0
ANKLE2	23141	200	175	163	5	616062	20	3
ANKMY1	51281	98	98	5	2	-	4	0
ANKMY2	57037	43	43	1	-	-	5	0
ANKRA2	57763	9	9	-	-	605787	2	0
ANKRD1	27063	506	246	493	2	609599	129	21
ANKRD10	55608	101	101	-	2	-	8	0
ANKRD10-IT1	100505494	97	97	-	-	-	8	0
ANKRD11	29123	1511	1020	1347	316	611192	193	19
ANKRD12	23253	98	93	2	-	610616	9	0
ANKRD13A	88455	10	10	-	-	615123	1	0
ANKRD13B	124930	11	11	-	-	615124	1	0
ANKRD13C	81573	28	28	-	-	615125	2	0
ANKRD13D	338692	15	15	1	-	615126	4	0
ANKRD16	54522	34	34	-	-	618017	3	0
ANKRD17	26057	37	35	10	6	615929	8	0
ANKRD17-DT	102724832	6	6	-	-	-	-	-
ANKRD18A	253650	79	77	13	-	-	2	0
ANKRD18B	441459	68	66	-	1	618930	1	0
ANKRD2	26287	17	17	4	-	610734	-	-
ANKRD20A1	84210	45	44	-	-	-	-	-
ANKRD20A4-ANKRD20A20P	110006327	22	21	-	-	-	-	-
ANKRD22	118932	18	18	-	-	-	4	0
ANKRD23	200539	53	53	-	-	610736	26	0
ANKRD24	170961	21	21	-	-	-	3	0
ANKRD26	22852	452	327	433	15	610855	77	7
ANKRD27	84079	13	13	-	-	618957	2	0
ANKRD28	23243	28	28	-	-	611122	1	0
ANKRD29	147463	38	36	-	-	-	2	0
ANKRD30A	91074	22	22	1	-	610856	4	0
ANKRD30B	374860	97	95	1	-	616565	8	0
ANKRD30BL	554226	5	5	-	-	-	2	0
ANKRD31	256006	14	14	6	-	618423	1	0
ANKRD33	341405	10	10	-	-	-	2	0
ANKRD33B	651746	107	107	-	-	-	7	0
ANKRD34A	284615	187	183	-	1	-	50	0
ANKRD34B	340120	14	14	-	-	618581	7	0
ANKRD34C	390616	20	19	-	-	-	2	0
ANKRD34C-AS1	729911	10	10	-	1	-	-	-
ANKRD35	148741	189	185	-	1	-	53	0
ANKRD36	375248	45	45	2	3	-	16	0
ANKRD36B	57730	32	32	-	3	-	8	0
ANKRD36C	400986	46	46	2	3	-	20	0
ANKRD37	353322	122	122	-	-	619021	15	0
ANKRD39	51239	53	53	-	-	-	26	0
ANKRD40	91369	11	11	-	-	-	-	-
ANKRD40CL	55018	4	4	-	-	-	-	-
ANKRD42	338699	16	16	-	-	-	4	0
ANKRD42-DT	100506282	4	4	-	-	-	1	0
ANKRD44	91526	31	31	-	1	-	1	0
ANKRD44-AS1	101927596	13	13	-	-	-	-	-
ANKRD44-IT1	101927547	13	13	-	-	-	-	-
ANKRD45	339416	31	30	-	-	618712	2	0
ANKRD46	157567	31	31	-	-	-	-	-
ANKRD49	54851	26	26	-	-	619571	9	0
ANKRD50	57182	26	26	-	-	-	3	0
ANKRD52	283373	9	9	2	-	-	-	-
ANKRD53	79998	12	12	-	-	617009	3	0
ANKRD54	129138	30	29	1	-	613383	1	0
ANKRD55	79722	20	20	5	-	615189	3	0
ANKRD6	22881	33	33	5	-	610583	10	0
ANKRD60	140731	16	16	-	-	-	-	-
ANKRD61	100310846	18	18	-	-	-	2	0
ANKRD62	342850	82	78	-	2	-	3	0
ANKRD63	100131244	13	12	-	-	-	3	0
ANKRD65	441869	149	147	-	-	-	19	0
ANKRD65-AS1	105378585	72	70	-	-	-	2	0
ANKRD66	100287718	11	11	-	-	-	-	-
ANKRD7	56311	25	25	-	-	610731	1	0
ANKRD9	122416	48	48	-	-	618605	7	0
ANKS1A	23294	26	26	8	-	608994	5	0
ANKS1B	56899	57	57	17	3	607815	12	0
ANKS3	124401	41	41	8	1	617310	7	0
ANKS4B	257629	21	21	-	-	609901	6	0
ANKS6	203286	265	216	229	15	615370	48	1
ANKUB1	389161	14	14	-	-	-	-	-
ANKZF1	55139	68	68	40	-	617541	10	0
ANLN	54443	186	166	163	2	616027	33	2
ANO1	55107	21	21	10	-	610108	2	0
ANO10	55129	313	209	268	25	613726	92	10
ANO2	57101	65	65	2	4	610109	5	0
ANO3	63982	340	299	285	9	610110	59	3
ANO3-AS1	105376599	7	7	-	-	-	1	0
ANO4	121601	17	17	2	-	610111	4	0
ANO5	203859	1487	767	1434	95	608662	387	65
ANO6	196527	55	51	39	2	608663	4	0
ANO7	50636	193	193	88	-	605096	8	0
ANO8	57719	23	23	-	-	610216	7	0
ANO9	338440	45	45	3	-	-	5	0
ANOS1	3730	433	389	167	51	300836	75	2
ANP32A	8125	19	18	2	-	600832	3	0
ANP32A-IT1	80035	2	2	-	-	-	-	-
ANP32B	10541	39	38	4	-	-	1	0
ANP32C	23520	45	45	-	-	606877	3	0
ANP32D	23519	10	10	-	-	606878	1	0
ANP32E	81611	11	10	-	-	609611	2	0
ANPEP	290	61	60	19	1	151530	4	0
ANTKMT	65990	80	79	-	-	618566	11	0
ANTXR1	84168	92	83	78	7	606410	4	0
ANTXR2	118429	281	243	250	23	608041	106	3
ANTXRL	195977	56	56	-	-	-	3	0
ANXA1	301	50	49	7	-	151690	4	0
ANXA10	11199	55	55	2	3	608008	5	0
ANXA11	311	93	93	49	4	602572	12	0
ANXA13	312	40	40	-	-	602573	2	0
ANXA2	302	19	18	1	-	151740	3	0
ANXA2R	389289	24	24	-	-	611296	3	0
ANXA3	306	21	21	3	-	106490	2	0
ANXA4	307	14	14	2	-	106491	2	0
ANXA5	308	25	25	4	-	131230	4	0
ANXA6	309	21	20	7	-	114070	-	-
ANXA7	310	17	17	2	-	186360	1	0
ANXA8	653145	105	105	-	-	602396	10	0
ANXA8L1	728113	109	108	-	-	-	9	0
ANXA9	8416	11	10	-	1	603319	1	0
AOAH	313	20	20	-	-	102593	1	0
AOAH-IT1	100874264	7	7	-	-	-	-	-
AOC1	26	75	75	3	1	104610	4	0
AOC2	314	10	10	2	-	602268	-	-
AOC3	8639	18	18	10	-	603735	-	-
AOPEP	84909	1162	627	1	94	619600	274	0
AOX1	316	45	45	14	-	602841	4	0
AP1AR	55435	17	17	1	-	610851	3	0
AP1B1	162	68	65	35	6	600157	5	0
AP1G1	164	42	42	6	5	603533	7	0
AP1G2	8906	22	22	1	1	603534	2	0
AP1G2-AS1	102724814	10	10	-	1	-	1	0
AP1M1	8907	14	14	-	-	603535	1	0
AP1M2	10053	17	17	-	-	607309	3	0
AP1S1	1174	57	53	35	4	603531	8	1
AP1S2	8905	227	215	36	16	300629	18	0
AP1S3	130340	40	36	10	-	615781	1	0
AP2A1	160	12	12	2	-	601026	1	0
AP2A2	161	39	38	-	-	607242	10	0
AP2B1	163	10	10	2	-	601025	2	0
AP2M1	1173	49	46	13	1	601024	4	0
AP2S1	1175	69	52	53	3	602242	10	2
AP3B1	8546	523	353	511	19	603401	174	22
AP3B2	8120	125	109	79	16	602166	24	4
AP3D1	8943	255	220	226	1	607246	24	0
AP3M1	26985	24	24	-	-	610366	8	0
AP3M2	10947	42	42	-	-	610469	3	0
AP3S1	1176	30	29	1	-	601507	2	0
AP3S2	10239	44	43	-	-	602416	5	0
AP4B1	10717	280	184	264	25	607245	85	4
AP4B1-AS1	100287722	217	135	-	14	-	58	0
AP4E1	23431	304	235	273	11	607244	82	7
AP4M1	9179	266	190	220	25	602296	49	9
AP4S1	11154	130	88	106	13	607243	10	5
AP5B1	91056	16	16	5	-	614367	6	0
AP5M1	55745	14	14	-	-	614368	1	0
AP5S1	55317	38	38	-	-	614824	12	0
AP5Z1	9907	941	699	877	25	613653	317	42
APAF1	317	24	24	12	-	602233	5	0
APBA1	320	53	52	1	2	602414	2	0
APBA2	321	166	163	26	12	602712	35	0
APBA3	9546	23	23	-	-	604262	5	0
APBB1	322	51	30	29	2	602709	3	0
APBB1IP	54518	17	17	4	-	609036	1	0
APBB2	323	19	19	1	-	602710	1	0
APBB3	10307	22	20	-	-	602711	3	0
APC	324	17097	8998	16157	1215	611731	4813	273
APC2	10297	183	171	131	7	612034	24	3
APCDD1	147495	121	116	27	1	607479	8	0
APCDD1L	164284	18	18	-	-	-	2	0
APCDD1L-DT	149773	6	6	-	-	-	-	-
APCS	325	11	10	-	-	104770	1	0
APEH	327	10	10	-	-	102645	-	-
APELA	100506013	19	19	2	-	615594	2	0
APEX1	328	39	38	13	-	107748	2	0
APEX2	27301	146	141	5	-	300773	2	0
APH1A	51107	11	10	-	-	607629	2	0
APH1B	83464	14	13	-	-	607630	3	0
API5	8539	17	17	-	-	609774	2	0
APIP	51074	47	40	-	-	612491	10	0
APLF	200558	15	15	-	-	611035	3	0
APLN	8862	188	184	5	-	300297	7	0
APLNR	187	14	14	4	-	600052	2	0
APLP1	333	11	11	1	-	104775	1	0
APLP2	334	82	82	3	-	104776	-	-
APMAP	57136	23	23	-	-	615884	4	0
APOA1	335	135	94	111	28	107680	17	1
APOA1-AS	104326055	81	55	-	16	-	12	0
APOA2	336	53	39	33	2	107670	15	3
APOA4	337	45	43	25	1	107690	2	0
APOA5	116519	73	51	59	6	606368	6	1
APOB	338	4608	2315	4565	87	107730	1242	246
APOB-ICR	106633812	10	10	-	-	-	-	-
APOB3'MAR	106632268	64	41	-	1	-	21	0
APOBEC1	339	48	46	-	-	600130	4	0
APOBEC2	10930	9	9	1	-	604797	-	-
APOBEC3A	200315	31	30	-	-	607109	2	0
APOBEC3B	9582	40	39	9	-	607110	4	0
APOBEC3B-AS1	100874530	10	9	-	-	-	-	-
APOBEC3C	27350	25	24	1	-	607750	3	0
APOBEC3D	140564	26	25	-	-	609900	3	0
APOBEC3F	200316	33	32	6	-	608993	3	0
APOBEC3G	60489	22	21	-	-	607113	2	0
APOBEC3H	164668	22	21	1	1	610976	2	0
APOBEC4	403314	30	29	4	-	609908	3	0
APOBR	55911	71	71	3	-	605220	14	0
APOC1	341	10	10	-	-	107710	2	0
APOC2	344	89	57	79	12	608083	14	2
APOC3	345	61	46	39	2	107720	3	2
APOC4	346	10	10	-	-	600745	2	0
APOC4-APOC2	100533990	73	44	-	9	-	12	0
APOD	347	47	47	2	-	107740	3	0
APOE	348	113	72	102	30	107741	7	2
APOF	319	8	8	1	-	107760	-	-
APOH	350	29	29	10	2	138700	3	0
APOL1	8542	141	92	108	-	603743	15	1
APOL2	23780	34	33	1	-	607252	6	0
APOL3	80833	35	34	9	-	607253	3	0
APOL4	80832	25	24	-	-	607254	1	0
APOL5	80831	24	23	2	-	607255	-	-
APOL6	80830	22	21	-	-	607256	-	-
APOLD1	81575	46	46	-	-	612456	4	0
APOM	55937	10	10	-	-	606907	2	0
APOO	79135	168	163	4	1	300753	6	0
APOOL	139322	161	157	1	-	300955	5	0
APP	351	418	316	341	20	104760	90	13
APPBP2	10513	23	23	-	-	605324	3	0
APPBP2-DT	120017341	5	5	-	-	-	-	-
APPL1	26060	46	40	38	2	604299	1	0
APPL2	55198	13	13	-	1	606231	3	0
APRG1	339883	21	21	-	1	611429	8	0
APRT	353	246	190	170	64	102600	25	1
APTR	100505854	9	9	-	-	616048	1	0
APTX	54840	374	230	298	25	606350	44	15
AQP1	358	30	30	6	1	107776	2	0
AQP10	89872	13	12	1	-	606578	3	0
AQP11	282679	12	12	2	-	609914	4	0
AQP12A	375318	102	102	4	-	609789	7	0
AQP12B	653437	97	97	-	-	-	7	0
AQP2	359	300	238	279	36	107777	67	8
AQP3	360	69	67	2	-	600170	1	0
AQP4	361	44	42	8	1	600308	2	0
AQP4-AS1	147429	21	19	-	-	-	-	-
AQP5	362	41	41	19	6	600442	3	0
AQP5-AS1	101927318	196	166	-	26	-	56	0
AQP6	363	12	12	4	-	601383	2	0
AQP7	364	77	75	8	-	602974	3	0
AQP8	343	34	34	4	-	603750	3	0
AQP9	366	20	19	-	-	602914	5	0
AQR	9716	21	20	-	-	610548	2	0
AR	367	653	478	503	201	313700	67	8
ARAF	369	167	156	3	3	311010	4	0
ARAP1	116985	15	15	7	-	606646	-	-
ARAP1-AS2	100506020	9	9	-	-	-	-	-
ARAP2	116984	18	18	-	-	606645	1	0
ARAP3	64411	22	21	3	-	606647	6	0
ARC	23237	53	53	3	-	612461	2	0
ARCN1	372	73	65	38	7	600820	7	0
AREG	374	22	22	1	-	104640	4	0
AREL1	9870	25	18	9	-	615380	0	1
ARF1	375	47	44	8	3	103180	9	1
ARF3	377	15	15	1	-	103190	3	0
ARF4	378	9	9	-	-	601177	-	-
ARF4-AS1	106144532	3	3	-	-	-	-	-
ARF5	381	24	24	1	-	103188	1	0
ARF6	382	14	14	3	-	600464	3	0
ARFGAP1	55738	51	49	-	-	608377	12	0
ARFGAP2	84364	13	13	-	-	606908	1	0
ARFGAP3	26286	44	43	-	2	612439	4	0
ARFGEF1	10565	172	145	23	17	604141	53	0
ARFGEF1-DT	102724708	145	94	-	-	-	48	0
ARFGEF2	10564	555	411	539	13	605371	179	29
ARFGEF3	57221	33	33	16	1	617411	3	0
ARFIP1	27236	27	27	-	-	605928	2	0
ARFIP2	23647	21	20	-	-	601638	2	0
ARFRP1	10139	49	47	1	-	604699	8	0
ARG1	383	298	234	278	53	608313	64	8
ARG2	384	19	18	4	-	107830	4	0
ARGFX	503582	17	17	-	-	611164	-	-
ARGLU1	55082	88	88	-	-	614046	5	0
ARHGAP1	392	28	28	7	-	602732	9	0
ARHGAP10	79658	46	46	6	3	609746	7	0
ARHGAP11A	9824	62	63	12	18	610589	10	0
ARHGAP11A-SCG5	114118903	49	50	-	8	-	9	0
ARHGAP11B	89839	166	165	-	8	616310	31	0
ARHGAP11B-DT	102725021	68	67	-	3	-	14	0
ARHGAP12	94134	11	11	1	-	610577	1	0
ARHGAP15	55843	22	22	1	1	610578	2	0
ARHGAP15-AS1	105373654	4	4	-	-	-	-	-
ARHGAP17	55114	30	30	-	-	608293	3	0
ARHGAP18	93663	15	15	1	-	613351	1	0
ARHGAP19	84986	17	17	-	-	611587	2	0
ARHGAP19-SLIT1	100533184	4	4	-	-	-	-	-
ARHGAP20	57569	13	13	1	-	609568	1	0
ARHGAP21	57584	37	36	25	1	609870	2	0
ARHGAP22	58504	79	79	4	-	610585	21	0
ARHGAP22-IT1	100689073	20	20	-	-	-	5	0
ARHGAP23	57636	10	10	-	-	610590	2	0
ARHGAP24	83478	104	102	65	4	610586	13	1
ARHGAP25	9938	14	14	3	-	610587	-	-
ARHGAP26	23092	42	41	7	3	605370	6	0
ARHGAP26-AS1	100874239	6	6	-	-	-	1	0
ARHGAP26-IT1	100874372	6	6	-	-	-	1	0
ARHGAP27	201176	11	11	-	-	610591	2	0
ARHGAP28	79822	110	105	1	1	610592	15	0
ARHGAP28-AS1	101927168	49	44	-	-	-	2	0
ARHGAP29	9411	34	34	19	4	610496	5	0
ARHGAP30	257106	18	17	-	-	614264	6	0
ARHGAP31	57514	217	164	197	3	610911	28	5
ARHGAP31-AS1	100874246	11	11	-	-	-	2	0
ARHGAP32	9743	116	116	30	2	608541	10	0
ARHGAP33	115703	19	19	6	-	614902	3	0
ARHGAP35	2909	23	23	6	1	605277	8	0
ARHGAP36	158763	186	182	-	-	300937	8	0
ARHGAP39	80728	79	79	2	-	615880	10	0
ARHGAP4	393	267	261	14	3	300023	10	0
ARHGAP40	343578	9	9	-	-	-	-	-
ARHGAP42	143872	30	30	-	1	615936	12	0
ARHGAP42-AS1	100128386	8	8	-	-	-	3	0
ARHGAP44	9912	15	15	2	-	617716	4	0
ARHGAP44-AS1	100128006	13	11	-	-	-	1	0
ARHGAP45	23526	52	52	14	1	601155	6	0
ARHGAP5	394	36	36	6	-	602680	6	0
ARHGAP5-AS1	84837	12	12	-	-	-	1	0
ARHGAP6	395	256	248	26	18	300118	19	0
ARHGAP8	23779	70	69	4	3	609405	5	0
ARHGAP9	64333	32	30	3	-	610576	9	0
ARHGDIA	396	41	41	12	4	601925	6	0
ARHGDIB	397	37	37	-	-	602843	2	0
ARHGDIG	398	65	65	1	-	602844	14	0
ARHGEF1	9138	64	62	51	2	601855	18	0
ARHGEF10	9639	365	317	201	5	608136	65	4
ARHGEF10L	55160	33	33	10	2	612494	5	0
ARHGEF11	9826	11	10	2	-	605708	1	0
ARHGEF12	23365	44	44	7	1	604763	2	0
ARHGEF15	22899	304	282	278	1	608504	162	0
ARHGEF16	27237	117	117	3	2	618871	9	0
ARHGEF17	9828	12	12	3	-	617043	1	0
ARHGEF17-AS1	100287837	10	10	-	-	-	1	0
ARHGEF18	23370	384	376	372	11	616432	167	1
ARHGEF19	128272	26	26	1	-	612496	4	0
ARHGEF2	9181	38	37	20	1	607560	12	0
ARHGEF2-AS2	107985209	5	5	-	-	-	3	0
ARHGEF25	115557	13	13	3	1	610215	1	0
ARHGEF26	26084	17	17	1	-	617552	3	0
ARHGEF26-AS1	100507524	5	5	-	-	-	-	-
ARHGEF28	64283	229	133	214	-	612790	8	1
ARHGEF3	50650	17	17	-	1	612115	3	0
ARHGEF3-AS1	100874200	2	2	-	-	-	1	0
ARHGEF33	100271715	22	22	-	-	-	3	0
ARHGEF35	445328	57	57	-	-	-	5	0
ARHGEF35-AS1	101928605	31	31	-	1	-	2	0
ARHGEF37	389337	17	16	-	-	-	3	0
ARHGEF38	54848	13	13	-	-	-	3	0
ARHGEF38-IT1	100874374	1	1	-	-	-	-	-
ARHGEF39	84904	73	71	-	-	-	3	0
ARHGEF4	50649	59	58	4	1	605216	26	0
ARHGEF40	55701	42	42	8	-	610018	9	0
ARHGEF5	7984	51	51	-	-	600888	4	0
ARHGEF6	9459	263	236	74	2	300267	31	2
ARHGEF7	8874	117	117	18	2	605477	7	0
ARHGEF7-AS1	100874226	46	46	-	-	-	1	0
ARHGEF7-AS2	100874238	47	47	-	-	-	1	0
ARHGEF9	23229	433	358	287	27	300429	97	9
ARHGEF9-IT1	100874355	69	65	-	-	-	3	0
ARID1A	8289	420	336	386	56	603024	82	14
ARID1B	57492	1171	815	1022	330	614556	139	28
ARID2	196528	193	169	165	61	609539	23	1
ARID3A	1820	47	47	6	1	603265	6	0
ARID3B	10620	39	38	3	-	612457	3	0
ARID3C	138715	72	69	-	-	-	3	0
ARID4A	5926	26	25	5	1	180201	2	1
ARID4B	51742	49	48	3	1	609696	6	0
ARID5A	10865	53	53	-	-	611583	26	0
ARID5B	84159	22	22	3	-	608538	4	0
ARIH1	25820	25	24	4	-	605624	5	0
ARIH2	10425	16	16	-	-	605615	1	0
ARIH2OS	646450	11	11	-	-	-	-	-
ARL1	400	14	14	-	-	603425	2	0
ARL10	285598	53	52	-	-	-	2	0
ARL11	115761	61	61	2	-	609351	7	0
ARL13A	392509	173	169	1	-	-	13	0
ARL13B	200894	228	183	201	14	608922	85	4
ARL14	80117	20	20	-	-	614439	1	0
ARL14EP	120534	34	33	6	1	612295	1	0
ARL14EP-DT	105376607	48	41	-	5	-	18	0
ARL14EPL	644100	29	28	-	-	-	1	0
ARL15	54622	28	28	-	1	-	13	0
ARL16	339231	26	26	1	1	619117	2	0
